"species","life_form","n","mean","sd","se"
"Chorispora bungeana","perennial",31,64.7096774193548,19.27726389366,3.46229880387064
"Chorispora macropoda","perennial",25,66.12,18.3242098510868,3.66484197021736
"Chorispora persica","annual",2,84,7.07106781186548,5
"Chorispora purpurascens","annual",5,77.6,18.3657289536789,8.21340367935243
"Chorispora sabulosa","perennial",24,53.5833333333333,9.55495167173939,1.95039634272622
"Chorispora sibirica","annual",NA,NA,NA,NA
"Chorispora songarica","perennial",1,38,NA,NA
"Chorispora tashkorganica","annual",NA,NA,NA,NA
"Chorispora tenella","annual",135,42.1111111111111,26.9279488238651,2.31758882983011
"Diptychocarpus strictus","annual",16,60.25,27.8148641317312,6.9537160329328
"Litwinowia tenuissima","annual",NA,NA,NA,NA
"Parrya ajanensis","no_life_form_on_database",NA,NA,NA,NA
"Parrya alba","perennial",NA,NA,NA,NA
"Parrya albida","perennial",NA,NA,NA,NA
"Parrya angrenica","no_life_form_on_database",NA,NA,NA,NA
"Parrya arctica","perennial",87,71.2183908045977,10.1195473832007,1.08492935964145
"Parrya asperrima","perennial",NA,NA,NA,NA
"Parrya australis","perennial",1,48,NA,NA
"Parrya darvazica","perennial",NA,NA,NA,NA
"Parrya fruticulosa","perennial",NA,NA,NA,NA
"Parrya glabra","perennial",NA,NA,NA,NA
"Parrya kuramensis","perennial",NA,NA,NA,NA
"Parrya lancifolia","perennial",NA,NA,NA,NA
"Parrya longicarpa","perennial",NA,NA,NA,NA
"Parrya maidantalica","perennial",1,40,NA,NA
"Parrya minjanensis","perennial",NA,NA,NA,NA
"Parrya nauruaq","perennial",4,61.25,3.40342964277702,1.70171482138851
"Parrya nudicaulis","perennial",51,69.2549019607843,24.7788967771004,3.46973956611595
"Parrya nuratensis","perennial",NA,NA,NA,NA
"Parrya papillosa","annual",NA,NA,NA,NA
"Parrya pavlovii","perennial",1,53,NA,NA
"Parrya pazijae","perennial",NA,NA,NA,NA
"Parrya pinnatifida","perennial",NA,NA,NA,NA
"Parrya podlechii","perennial",NA,NA,NA,NA
"Parrya popovii","perennial",NA,NA,NA,NA
"Parrya pulvinata","perennial",NA,NA,NA,NA
"Parrya runcinata","perennial",NA,NA,NA,NA
"Parrya rydbergii","perennial",4,23,5.8878405775519,2.94392028877595
"Parrya saurica","perennial",1,41,NA,NA
"Parrya saxifraga","perennial",NA,NA,NA,NA
"Parrya schugnana","perennial",1,67,NA,NA
"Parrya simulatrix","no_life_form_on_database",NA,NA,NA,NA
"Parrya stenocarpa","perennial",1,30,NA,NA
"Parrya stenophylla","no_life_form_on_database",1,59,NA,NA
"Parrya subsiliquosa","perennial",NA,NA,NA,NA
"Parrya tianschanica","perennial",NA,NA,NA,NA
"Parrya turkestanica","perennial",1,49,NA,NA
"Parrya villosula","no_life_form_on_database",NA,NA,NA,NA
"Pseudoclausia gracillima","no_life_form_on_database",NA,NA,NA,NA
"Pseudoclausia hispida","annual",NA,NA,NA,NA
"Pseudoclausia mollissima","annual",NA,NA,NA,NA
"Pseudoclausia olgae","annual",NA,NA,NA,NA
"Pseudoclausia sarawschanica","annual",NA,NA,NA,NA
"Pseudoclausia turkestanica","no_life_form_on_database",NA,NA,NA,NA
